"mhm_protocol","mhm_measuredDate","mhm_createDate","mhm_updateDate","mhm_publishDate","mhm_organizationId","mhm_organizationName","mhm_siteId","mhm_siteName","mhm_ExtraData","mhm_AbdomenCloseupPhotoUrls","mhm_LarvaeCount","mhm_MosquitoEggs","mhm_LocationAccuracyM","mhm_MosquitoEggCount","mhm_Comments","mhm_WaterSourcePhotoUrls","mhm_Latitude","mhm_Longitude","mhm_MosquitoHabitatMapperId","mhm_BreedingGroundEliminated","mhm_MeasuredAt","mhm_MeasurementElevation","mhm_Userid","mhm_Genus","mhm_LocationMethod","mhm_WaterSource","mhm_MosquitoAdults","mhm_Species","mhm_MosquitoPupae","mhm_DataSource","mhm_LarvaFullBodyPhotoUrls","mhm_LastIdentifyStage","mhm_WaterSourceType","mhm_GlobeTeams"
"mosquito_habitat_mapper","2017-05-31","2022-02-22T08:37:26","2022-02-22T08:37:26","2022-06-28T16:50:17","14564129","SciStarter Citizen Scientists, LLC GLOBE v-School","47350","16SEE200984","","","","","","","","https://data.globe.gov/system/photos/2017/05/31/167552/original.jpg","36.130087","-86.777727","10","true","2017-05-31T20:10:00","165.8","21767934","","","other","","","","GLOBE Observer App","","","container: artificial",""
"mosquito_habitat_mapper","2017-07-06","2022-02-22T08:38:29","2022-02-22T08:38:29","2022-06-28T16:50:17","24610401","Terre Rouge SSS","53208","40KEC556754","","https://data.globe.gov/system/photos/2017/07/06/179670/original.jpg","1-25","false","","","","","-20.117747","57.531913","100","true","2017-07-06T11:19:00","42.9","24612101","","","ditch","true","","true","GLOBE Observer App","https://data.globe.gov/system/photos/2017/07/06/179669/original.jpg","identify-siphon-shape","still: lake/pond/swamp",""
"mosquito_habitat_mapper","2017-09-22","2022-02-22T08:43:56","2022-02-22T08:43:56","2022-06-28T16:50:17","24476638","Escola Estadual Faria Sobrinho","56772","22JGS508753","","","","","","","","https://data.globe.gov/system/photos/2017/09/22/485533/original.jpg; https://data.globe.gov/system/photos/2017/09/22/485534/original.jpg; https://data.globe.gov/system/photos/2017/09/22/485535/original.jpg","-25.518352","-48.504536","1000","false","2017-09-22T19:42:00","12","24476444","","","tree holes","","","","GLOBE Observer App","","","container: natural",""
"mosquito_habitat_mapper","2019-04-02","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","54203550","CHSE","149726","43NCE338612","","","","","","","","https://data.globe.gov/system/photos/2019/04/02/1017686/original.jpg","4.1715","73.5033","10000","false","2019-04-02T09:21:00","0","54205784","","","cement, metal or plastic tank","","","false","GLOBE Observer App","","identify","container: artificial",""
"mosquito_habitat_mapper","2019-04-02","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","14054356","lycee Thilmakha","148574","28PDB042456","","","20","true","","","","https://data.globe.gov/system/photos/2019/04/02/1017711/original.jpg","14.8833","-15.8897","10004","true","2019-04-02T20:50:00","0","51045191","","","cement, metal or plastic tank","false","","true","GLOBE Observer App","","identify-siphon-shape","container: artificial",""
"mosquito_habitat_mapper","2019-04-02","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","14054356","lycee Thilmakha","148574","28PDB042456","","","18","true","","","","https://data.globe.gov/system/photos/2019/04/02/1017723/original.jpg","14.8834","-15.8898","10006","true","2019-04-02T15:57:00","0","51045191","","","cement, metal or plastic tank","false","","true","GLOBE Observer App","","identify-siphon-shape","container: artificial",""
"mosquito_habitat_mapper","2019-04-02","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","14054356","lycee Thilmakha","148574","28PDB042456","","","14","true","","","","https://data.globe.gov/system/photos/2019/04/02/1017839/original.jpg","14.8838","-15.8898","10008","true","2019-04-02T22:22:00","0","51045191","","","fountain or bird bath","false","","true","GLOBE Observer App","","identify-siphon-shape","container: artificial",""
"mosquito_habitat_mapper","2019-04-02","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","14054356","lycee Thilmakha","143313","28PCB659632","","","13","true","","","","https://data.globe.gov/system/photos/2019/04/02/1018002/original.jpg","15.041","-16.2473","10012","true","2019-04-02T13:33:00","0","51045191","","","cement, metal or plastic tank","false","","true","GLOBE Observer App","","identify-siphon-shape","container: artificial",""
"mosquito_habitat_mapper","2019-02-07","2022-02-22T09:26:58","2022-02-22T09:26:58","2022-06-28T16:50:17","17260446","Escola Minas Gerais","69259","23KPQ877604","","","0","false","","","","https://data.globe.gov/system/photos/2019/02/07/1018149/original.jpg","-22.9538","-43.1689","10016","true","2019-02-07T18:45:00","0","16004143","","","adult mosquito trap","false","","false","GLOBE Observer App","","identify","container: artificial",""
"mosquito_habitat_mapper","2019-02-20","2022-02-22T09:26:58","2022-02-22T09:26:58","2022-06-28T16:50:17","17260446","Escola Minas Gerais","69259","23KPQ877604","","","","","","","","https://data.globe.gov/system/photos/2019/02/20/1018204/original.jpg","-22.9539","-43.1688","10017","true","2019-02-20T19:51:00","0","16004143","","","plant clumps (bamboo etc)","","","false","GLOBE Observer App","","identify","container: natural",""
"mosquito_habitat_mapper","2019-02-27","2022-02-22T09:26:58","2022-02-22T09:26:58","2022-06-28T16:50:17","17260446","Escola Minas Gerais","69259","23KPQ877604","","","0","false","","","","https://data.globe.gov/system/photos/2019/02/27/1018206/original.jpg","-22.9538","-43.1689","10018","true","2019-02-27T19:52:00","0","16004143","","","trash container","false","","false","GLOBE Observer App","","identify","container: artificial",""
"mosquito_habitat_mapper","2019-03-04","2022-02-22T09:30:24","2022-02-22T09:30:24","2022-06-28T16:50:17","17260446","Escola Minas Gerais","69259","23KPQ877604","","","0","false","","","","https://data.globe.gov/system/photos/2019/03/04/1018208/original.jpg","-22.9538","-43.1689","10019","true","2019-03-04T19:53:00","0","16004143","","","can or bottle","false","","false","GLOBE Observer App","","","container: artificial",""
"mosquito_habitat_mapper","2019-03-12","2022-02-22T09:30:24","2022-02-22T09:30:24","2022-06-28T16:50:17","17260446","Escola Minas Gerais","69259","23KPQ877604","","","","","","","","https://data.globe.gov/system/photos/2019/03/12/1018209/original.jpg","-22.9538","-43.1689","10020","true","2019-03-12T19:54:00","0","16004143","","","can or bottle","","","false","GLOBE Observer App","","identify","container: artificial",""
"mosquito_habitat_mapper","2019-04-02","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","17260446","Escola Minas Gerais","69259","23KPQ877604","","","10","false","","","","https://data.globe.gov/system/photos/2019/04/02/1018211/original.jpg","-22.9538","-43.1689","10021","true","2019-04-02T19:56:00","0","16004143","","","trash container","false","","false","GLOBE Observer App","","identify","container: artificial",""
"mosquito_habitat_mapper","2019-03-21","2022-02-22T09:30:24","2022-02-22T09:30:24","2022-06-28T16:50:17","17260446","Escola Minas Gerais","69259","23KPQ877604","","","0","false","","","","https://data.globe.gov/system/photos/2019/03/21/1018213/original.jpg","-22.9538","-43.1689","10022","true","2019-03-21T19:57:00","0","16004143","","","rain gutter or other architectural feature","false","","false","GLOBE Observer App","","","container: artificial",""
"mosquito_habitat_mapper","2019-03-29","2022-02-22T09:30:24","2022-02-22T09:30:24","2022-06-28T16:50:17","17260446","Escola Minas Gerais","69259","23KPQ877604","","","","","","","","https://data.globe.gov/system/photos/2019/03/29/1018214/original.jpg","-22.9538","-43.1689","10023","true","2019-03-29T19:58:00","0","16004143","","","jar","","","false","GLOBE Observer App","","identify","container: artificial",""
"mosquito_habitat_mapper","2019-03-04","2022-02-22T09:30:24","2022-02-22T09:30:24","2022-06-28T16:50:17","17260446","Escola Minas Gerais","69259","23KPQ877604","","","0","false","","","","https://data.globe.gov/system/photos/2019/03/04/1018224/original.jpg","-22.9538","-43.1689","10024","true","2019-03-04T17:05:00","0","16004143","","","can or bottle","false","","false","GLOBE Observer App","","identify","container: artificial",""
"mosquito_habitat_mapper","2019-04-02","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","17260446","Escola Minas Gerais","69259","23KPQ877604","","","20","false","","","","https://data.globe.gov/system/photos/2019/04/02/1018230/original.jpg","-22.9538","-43.1689","10026","true","2019-04-02T17:09:00","0","16004143","","","adult mosquito trap","false","","true","GLOBE Observer App","","identify-photo-abdomen","container: artificial",""
"mosquito_habitat_mapper","2019-04-02","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","17260446","Escola Minas Gerais","69259","23KPQ877604","","","0","false","","","","https://data.globe.gov/system/photos/2019/04/02/1018231/original.jpg","-22.9539","-43.1688","10027","true","2019-04-02T18:05:00","0","16004143","","","adult mosquito trap","false","","false","GLOBE Observer App","","","container: artificial",""
"mosquito_habitat_mapper","2019-04-02","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","14054356","lycee Thilmakha","143313","28PCB659632","","","18","true","","","","https://data.globe.gov/system/photos/2019/04/02/1018284/original.jpg","15.041","-16.2473","10028","true","2019-04-02T21:11:00","0","51045191","","","cement, metal or plastic tank","false","","true","GLOBE Observer App","","identify-siphon-shape","container: artificial",""
"mosquito_habitat_mapper","2017-09-25","2022-02-22T08:43:56","2022-02-22T08:43:56","2022-06-28T16:50:17","14456036","Brazil GLOBE v-School","98351","22JGS420348","","","","","","","Armadilha para coleta de larvas","https://data.globe.gov/system/photos/2017/09/25/486943/original.jpg","-25.885215","-48.584667","1003","true","2017-09-25T15:57:00","7.5","23901230","","","jar","","","","GLOBE Observer App","","","container: artificial",""
"mosquito_habitat_mapper","2019-04-02","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","14054356","lycee Thilmakha","148620","28PDB053408","","","7","true","","","","","14.8405","-15.8799","10030","true","2019-04-02T22:12:00","0","51046601","Anopheles","","dish or pot","false","","false","GLOBE Observer App","https://data.globe.gov/system/photos/2019/04/02/1018329/original.jpg","identify-no-siphon","container: artificial",""
"mosquito_habitat_mapper","2019-04-02","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","17615655","Thailand Citizen Science","149552","47NNJ798323","","","","false","","","","https://data.globe.gov/system/photos/2019/04/02/1018388/original.jpg","7.5291","99.7236","10031","true","2019-04-02T23:57:00","0","52869845","","","fountain or bird bath","false","","false","GLOBE Observer App","","identify","container: artificial",""
"mosquito_habitat_mapper","2019-04-03","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","17615655","Thailand Citizen Science","149552","47NNJ798323","","","","true","","","","https://data.globe.gov/system/photos/2019/04/03/1018389/original.jpg","7.5291","99.7236","10033","true","2019-04-03T00:02:00","0","52869845","","","fountain or bird bath","true","","false","GLOBE Observer App","","identify","container: artificial",""
"mosquito_habitat_mapper","2019-04-03","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","17615655","Thailand Citizen Science","149552","47NNJ798323","","","","true","","","","https://data.globe.gov/system/photos/2019/04/03/1018390/original.jpg","7.5291","99.7236","10034","true","2019-04-03T00:03:00","0","52869845","","","plant husk (areca, coconut etc)","true","","false","GLOBE Observer App","","identify","container: natural",""
"mosquito_habitat_mapper","2019-04-02","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","32402168","College of Earth, Ocean, Atmospheric Sciences (CEOAS) GLOBE v-School","149785","10TDP934779","","","","","","","Too cold","https://data.globe.gov/system/photos/2019/04/02/1018484/original.jpg; https://data.globe.gov/system/photos/2019/04/02/1018485/original.jpg; https://data.globe.gov/system/photos/2019/04/02/1018486/original.jpg; https://data.globe.gov/system/photos/2019/04/02/1018487/original.jpg; https://data.globe.gov/system/photos/2019/04/02/1018488/original.jpg; https://data.globe.gov/system/photos/2019/04/02/1018489/original.jpg; https://data.globe.gov/system/photos/2019/04/02/1018490/original.jpg; https://data.globe.gov/system/photos/2019/04/02/1018491/original.jpg","44.0544","-123.0821","10036","false","2019-04-02T22:59:00","0","8267248","","","puddle, vehhicle or animal tracks","","","false","GLOBE Observer App","","identify","still: lake/pond/swamp",""
"mosquito_habitat_mapper","2019-04-02","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","32402168","College of Earth, Ocean, Atmospheric Sciences (CEOAS) GLOBE v-School","149791","10TDP934778","","","0","","","","","https://data.globe.gov/system/photos/2019/04/02/1018505/original.jpg; https://data.globe.gov/system/photos/2019/04/02/1018506/original.jpg; https://data.globe.gov/system/photos/2019/04/02/1018507/original.jpg; https://data.globe.gov/system/photos/2019/04/02/1018508/original.jpg; https://data.globe.gov/system/photos/2019/04/02/1018509/original.jpg; https://data.globe.gov/system/photos/2019/04/02/1018510/original.jpg; https://data.globe.gov/system/photos/2019/04/02/1018511/original.jpg; https://data.globe.gov/system/photos/2019/04/02/1018512/original.jpg","44.0535","-123.0814","10037","false","2019-04-02T23:44:00","0","8267248","","","puddle, vehhicle or animal tracks","","","false","GLOBE Observer App","","identify","still: lake/pond/swamp",""
"mosquito_habitat_mapper","2019-04-03","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","17615655","Thailand Citizen Science","147256","47NNJ791321","","","","true","","","","https://data.globe.gov/system/photos/2019/04/03/1018534/original.jpg","7.528","99.7175","10038","true","2019-04-03T03:49:00","0","52869845","","","plant husk (areca, coconut etc)","true","","false","GLOBE Observer App","","identify","container: natural",""
"mosquito_habitat_mapper","2019-04-03","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","17615655","Thailand Citizen Science","149780","47NNJ794321","","","","true","","","","https://data.globe.gov/system/photos/2019/04/03/1018541/original.jpg","7.5276","99.72","10039","true","2019-04-03T03:58:00","0","52869845","","","plant husk (areca, coconut etc)","true","","false","GLOBE Observer App","","identify","container: natural",""
"mosquito_habitat_mapper","2017-09-25","2022-02-22T08:43:56","2022-02-22T08:43:56","2022-06-28T16:50:17","24515081","Cidalia Rebello Gomes","99515","22JGS509740","","","","","","","","https://data.globe.gov/system/photos/2017/09/25/487106/original.jpg; https://data.globe.gov/system/photos/2017/09/25/487107/original.jpg; https://data.globe.gov/system/photos/2017/09/25/487108/original.jpg","-25.530063","-48.503299","1004","true","2017-09-25T18:01:00","10","24514990","","","plant clumps (bamboo etc)","","","","GLOBE Observer App","","","container: natural",""
"mosquito_habitat_mapper","2019-04-03","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","17615655","Thailand Citizen Science","147256","47NNJ791321","","","","true","","","","https://data.globe.gov/system/photos/2019/04/03/1018548/original.jpg","7.528","99.7175","10040","true","2019-04-03T03:59:00","0","52869845","","","plant clumps (bamboo etc)","true","","false","GLOBE Observer App","","identify","container: natural",""
"mosquito_habitat_mapper","2019-04-03","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","17615655","Thailand Citizen Science","149795","47NNJ796322","","","","true","","","","https://data.globe.gov/system/photos/2019/04/03/1018549/original.jpg","7.5286","99.7217","10041","true","2019-04-03T04:02:00","0","52869845","","","plant husk (areca, coconut etc)","true","","false","GLOBE Observer App","","identify","container: natural",""
"mosquito_habitat_mapper","2019-04-03","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","17615655","Thailand Citizen Science","147256","47NNJ791321","","","","true","","","","https://data.globe.gov/system/photos/2019/04/03/1018550/original.jpg","7.528","99.7175","10042","true","2019-04-03T04:03:00","0","52869845","","","plant clumps (bamboo etc)","true","","false","GLOBE Observer App","","identify","container: natural",""
"mosquito_habitat_mapper","2019-04-03","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","17615655","Thailand Citizen Science","149780","47NNJ794321","","","","true","","","","https://data.globe.gov/system/photos/2019/04/03/1018551/original.jpg","7.5276","99.72","10043","true","2019-04-03T04:04:00","0","52869845","","","plant husk (areca, coconut etc)","true","","false","GLOBE Observer App","","identify","container: natural",""
"mosquito_habitat_mapper","2019-04-03","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","17615655","Thailand Citizen Science","147256","47NNJ791321","","","","true","","","","https://data.globe.gov/system/photos/2019/04/03/1018552/original.jpg","7.528","99.7175","10044","true","2019-04-03T04:07:00","0","52869845","","","plant husk (areca, coconut etc)","true","","false","GLOBE Observer App","","identify","container: natural",""
"mosquito_habitat_mapper","2019-04-02","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","54203888","ISLANDERS Education","149803","43NCE342610","","","","","","","","https://data.globe.gov/system/photos/2019/04/02/1018688/original.jpg","4.1701","73.5066","10045","true","2019-04-02T09:06:00","0","54203747","","","cement, metal or plastic tank","","","false","GLOBE Observer App","","identify","container: artificial",""
"mosquito_habitat_mapper","2017-09-25","2022-02-22T08:43:56","2022-02-22T08:43:56","2022-06-28T16:50:17","24515081","Cidalia Rebello Gomes","99224","22JGS504739","","","","","","","","https://data.globe.gov/system/photos/2017/09/25/487109/original.jpg; https://data.globe.gov/system/photos/2017/09/25/487110/original.jpg; https://data.globe.gov/system/photos/2017/09/25/487111/original.jpg","-25.53105","-48.508252","1005","true","2017-09-25T18:22:00","6.8","24514990","","","plant clumps (bamboo etc)","","","","GLOBE Observer App","","","container: natural",""
"mosquito_habitat_mapper","2019-04-03","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","6512548","NASA Goddard Space Flight Center GLOBE v-School","149846","18SUJ351193","","","","","","","","https://data.globe.gov/system/photos/2019/04/03/1019237/original.jpg","39.0077","-76.9043","10056","false","2019-04-03T13:16:00","0","2952065","","","puddle, vehhicle or animal tracks","","","false","GLOBE Observer App","","identify","still: lake/pond/swamp",""
"mosquito_habitat_mapper","2019-04-03","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","14054356","lycee Thilmakha","148620","28PDB053408","","","17","true","","","","https://data.globe.gov/system/photos/2019/04/03/1019240/original.jpg","14.8405","-15.8799","10057","true","2019-04-03T14:24:00","0","51046601","Anopheles","","dish or pot","false","","true","GLOBE Observer App","https://data.globe.gov/system/photos/2019/04/03/1019241/original.jpg; https://data.globe.gov/system/photos/2019/04/03/1019242/original.jpg","identify-no-siphon","container: artificial",""
"mosquito_habitat_mapper","2019-04-03","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","14054356","lycee Thilmakha","148620","28PDB053408","","","18","true","","","","https://data.globe.gov/system/photos/2019/04/03/1019246/original.jpg","14.8405","-15.8799","10058","true","2019-04-03T14:28:00","0","51046601","Anopheles","","dish or pot","false","","true","GLOBE Observer App","https://data.globe.gov/system/photos/2019/04/03/1019248/original.jpg","identify-no-siphon","container: artificial",""
"mosquito_habitat_mapper","2019-04-03","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","14054356","lycee Thilmakha","148575","28PDB042455","","","13","true","","","","https://data.globe.gov/system/photos/2019/04/03/1019316/original.jpg","14.8832","-15.8897","10059","true","2019-04-03T18:44:00","0","51045191","","","cement, metal or plastic tank","false","","true","GLOBE Observer App","","identify-siphon-shape","container: artificial",""
"mosquito_habitat_mapper","2017-09-26","2022-02-22T08:43:56","2022-02-22T08:43:56","2022-06-28T16:50:17","24578666","EMEF Rosa Tomita","99538","23KMQ203372","","","","","","","","https://data.globe.gov/system/photos/2017/09/26/487563/original.jpg","-23.17224","-45.778676","1006","true","2017-09-26T15:08:00","648","24579871","","","tree holes","","","","GLOBE Observer App","","","container: natural",""
"mosquito_habitat_mapper","2019-04-03","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","14054356","lycee Thilmakha","148620","28PDB053408","","","19","true","","","","","14.8405","-15.8799","10060","true","2019-04-03T14:42:00","0","51046601","Anopheles","","cement, metal or plastic tank","false","","true","GLOBE Observer App","https://data.globe.gov/system/photos/2019/04/03/1019324/original.jpg","identify-no-siphon","container: artificial",""
"mosquito_habitat_mapper","2019-04-03","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","39452562","Togo Citizen Science","148569","31NCG018839","","","","","","","","https://data.globe.gov/system/photos/2019/04/03/1019358/original.jpg","6.1849","1.209","10062","true","2019-04-03T14:32:00","0","50699074","","","tire","","","false","GLOBE Observer App","","identify-later","container: artificial",""
"mosquito_habitat_mapper","2019-04-03","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","39452562","Togo Citizen Science","148569","31NCG018839","","","","","","","","https://data.globe.gov/system/photos/2019/04/03/1019359/original.jpg","6.1849","1.209","10063","true","2019-04-03T14:35:00","0","50699074","","","well or cistern","","","false","GLOBE Observer App","","identify-later","container: artificial",""
"mosquito_habitat_mapper","2019-04-03","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","39452562","Togo Citizen Science","148569","31NCG018839","","","","","","","","https://data.globe.gov/system/photos/2019/04/03/1019360/original.jpg","6.1849","1.209","10064","true","2019-04-03T14:37:00","0","50699074","","","animal trough or water bowl","","","false","GLOBE Observer App","","identify-later","container: artificial",""
"mosquito_habitat_mapper","2019-04-03","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","14054356","lycee Thilmakha","148620","28PDB053408","","","21","true","","","","https://data.globe.gov/system/photos/2019/04/03/1019612/original.jpg; https://data.globe.gov/system/photos/2019/04/03/1019613/original.jpg","14.8405","-15.8799","10068","true","2019-04-03T18:32:00","0","51046601","Anopheles","","dish or pot","false","","true","GLOBE Observer App","https://data.globe.gov/system/photos/2019/04/03/1019615/original.jpg","identify-no-siphon","container: artificial",""
"mosquito_habitat_mapper","2019-04-03","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","14054356","lycee Thilmakha","148519","28PDB049419","","","14","true","","","","https://data.globe.gov/system/photos/2019/04/03/1019616/original.jpg; https://data.globe.gov/system/photos/2019/04/03/1019617/original.jpg","14.85","-15.8833","10069","true","2019-04-03T18:36:00","0","51046601","Anopheles","","cement, metal or plastic tank","false","","true","GLOBE Observer App","","identify-no-siphon","container: artificial",""
"mosquito_habitat_mapper","2017-08-31","2022-02-22T08:39:50","2022-02-22T08:39:50","2022-06-28T16:50:17","24575907","EMEF Moacyr Benedicto de Souza","99543","23KMQ084260","","","1-25","false","","","","https://data.globe.gov/system/photos/2017/08/31/487588/original.jpg","-23.272782","-45.895604","1007","true","2017-08-31T18:06:00","660.9","24455202","","","tire","true","","false","GLOBE Observer App","https://data.globe.gov/system/photos/2017/08/31/487589/original.jpg","identify-verify-larva","container: artificial",""
"mosquito_habitat_mapper","2019-04-03","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","14054356","lycee Thilmakha","148620","28PDB053408","","","19","true","","","","","14.8405","-15.8799","10070","true","2019-04-03T20:02:00","0","51046601","Anopheles","","dish or pot","false","","true","GLOBE Observer App","https://data.globe.gov/system/photos/2019/04/03/1019846/original.jpg","identify-no-siphon","container: artificial",""
"mosquito_habitat_mapper","2019-04-03","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","22467264","Institute for Global Environmental Strategies (IGES) GLOBE v-School","149878","18SUJ129029","","","","","","","","https://data.globe.gov/system/photos/2019/04/03/1019869/original.jpg","38.8553","-77.156","10071","false","2019-04-03T20:22:00","0","6972382","","","puddle, vehhicle or animal tracks","","","false","GLOBE Observer App","","identify","still: lake/pond/swamp",""
"mosquito_habitat_mapper","2019-04-03","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","22467264","Institute for Global Environmental Strategies (IGES) GLOBE v-School","149879","18SUJ129028","","","","","","","Not able to dump water from ditch","https://data.globe.gov/system/photos/2019/04/03/1019870/original.jpg","38.855","-77.156","10072","false","2019-04-03T20:25:00","0","6972382","","","ditch","","","false","GLOBE Observer App","","identify","still: lake/pond/swamp",""
"mosquito_habitat_mapper","2019-04-03","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","14054356","lycee Thilmakha","148620","28PDB053408","","","22","true","","","","","14.8405","-15.8799","10077","true","2019-04-03T23:44:00","0","51046601","Anopheles","","cement, metal or plastic tank","false","","true","GLOBE Observer App","https://data.globe.gov/system/photos/2019/04/03/1019995/original.jpg","identify-no-siphon","container: artificial",""
"mosquito_habitat_mapper","2019-04-04","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","17615655","Thailand Citizen Science","149915","47PNJ706885","","","","true","","","","https://data.globe.gov/system/photos/2019/04/04/1020188/original.jpg","8.0381","99.6415","10084","true","2019-04-04T10:05:00","0","53226187","","","dish or pot","false","","false","GLOBE Observer App","","identify","container: artificial",""
"mosquito_habitat_mapper","2019-04-04","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","17615655","Thailand Citizen Science","149915","47PNJ706885","","","","","","","","https://data.globe.gov/system/photos/2019/04/04/1020189/original.jpg","8.0381","99.6415","10085","false","2019-04-04T10:10:00","0","53226187","","","fountain or bird bath","","","false","GLOBE Observer App","","identify","container: artificial",""
"mosquito_habitat_mapper","2019-04-04","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","17615655","Thailand Citizen Science","149915","47PNJ706885","","","","true","","","","https://data.globe.gov/system/photos/2019/04/04/1020191/original.jpg","8.0381","99.6415","10086","false","2019-04-04T10:13:00","0","53226187","","","fountain or bird bath","true","","false","GLOBE Observer App","","identify","container: artificial",""
"mosquito_habitat_mapper","2019-04-04","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","17615655","Thailand Citizen Science","149915","47PNJ706885","","","","true","","","","https://data.globe.gov/system/photos/2019/04/04/1020192/original.jpg","8.0381","99.6416","10087","false","2019-04-04T10:16:00","0","53226187","","","dish or pot","false","","false","GLOBE Observer App","","identify-later","container: artificial",""
"mosquito_habitat_mapper","2019-04-04","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","17615655","Thailand Citizen Science","149915","47PNJ706885","","","","true","","","","https://data.globe.gov/system/photos/2019/04/04/1020193/original.jpg","8.0381","99.6415","10088","true","2019-04-04T10:19:00","0","53226187","","","fountain or bird bath","false","","false","GLOBE Observer App","","identify","container: artificial",""
"mosquito_habitat_mapper","2019-04-04","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","17615655","Thailand Citizen Science","149915","47PNJ706885","","","","true","","","","https://data.globe.gov/system/photos/2019/04/04/1020198/original.jpg","8.0381","99.6415","10089","false","2019-04-04T10:34:00","0","53226187","","","fountain or bird bath","true","","false","GLOBE Observer App","","identify-later","container: artificial",""
"mosquito_habitat_mapper","2017-09-27","2022-02-22T08:43:56","2022-02-22T08:43:56","2022-06-28T16:50:17","17459532","Brazil Citizen Science","99608","23KMQ091260","","","","","","","As larvas já se transformaram em mosquitos","https://data.globe.gov/system/photos/2017/09/27/488193/original.jpg","-23.272821","-45.888761","1009","false","2017-09-27T10:53:00","654","24935330","","","adult mosquito trap","","","","GLOBE Observer App","","","container: artificial",""
"mosquito_habitat_mapper","2019-04-04","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","17615655","Thailand Citizen Science","149915","47PNJ706885","","","","","","","","https://data.globe.gov/system/photos/2019/04/04/1020199/original.jpg","8.0381","99.6415","10090","false","2019-04-04T10:37:00","0","53226187","","","tire","","","false","GLOBE Observer App","","identify","container: artificial",""
"mosquito_habitat_mapper","2019-04-04","2022-02-22T09:38:35","2022-02-22T09:38:35","2022-06-28T16:50:17","17615655","Thailand Citizen Science","149919","47NNJ694814","","","","true","","","","https://data.globe.gov/system/photos/2019/04/04/1020226/original.jpeg","7.9739","99.6305","10095","true","2019-04-04T10:58:00","0","53219009","","","plant husk (areca, coconut etc)","false","","false","GLOBE Observer App","","identify","container: natural",""
